DTName,Key,Value
DT_NKM_UNIT_C_ADMIN_LEE_SUYEON_HYPER1_END,m_ReActType,NRT_DAMAGE_UP
DT_NKM_UNIT_C_ADMIN_LEE_SUYEON_HYPER1_END,m_CrashSuperArmorLevel,NSAL_HYPER
DT_NKM_UNIT_C_ADMIN_LEE_SUYEON_HYPER1_END,m_BackSpeedJumpY,1500
DT_NKM_UNIT_C_ADMIN_LEE_SUYEON_HYPER1_END,m_fCameraCrashGap,20
DT_NKM_UNIT_C_ADMIN_LEE_SUYEON_HYPER1_END,m_HitSoundName,FX_COMBAT_ALL_HIT_EXPLOSION_ENERGY_BIG_02
DT_NKM_UNIT_C_ADMIN_LEE_SUYEON_HYPER1_END,m_HitEffect,AB_FX_HIT_SLASH_A_BLUE
DT_NKM_UNIT_S_ADMIN_SWORD_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_S_ADMIN_SWORD_ATTACK1,m_BackSpeedX,100
DT_NKM_UNIT_S_ADMIN_SWORD_ATTACK1,m_fStopTimeDef,0.05
DT_NKM_UNIT_S_ADMIN_SWORD_ATTACK1,m_fCameraCrashGap,0
DT_NKM_UNIT_S_ADMIN_SWORD_ATTACK1,m_fCameraCrashTime,0.2
DT_NKM_UNIT_S_ADMIN_SWORD_ATTACK1,m_HitSoundName,FX_COMBAT_ALL_HIT_SLASH_SMALL
DT_NKM_UNIT_S_ADMIN_SWORD_ATTACK1,m_HitEffect,AB_FX_HIT_SLASH_B_RED
DT_NKM_UNIT_S_ADMIN_SWORD_PASSIVE3,m_ReActType,NRT_DAMAGE_B
DT_NKM_UNIT_S_ADMIN_SWORD_PASSIVE3,m_BackSpeedX,100
DT_NKM_UNIT_S_ADMIN_SWORD_PASSIVE3,m_fStopTimeDef,0.1
DT_NKM_UNIT_S_ADMIN_SWORD_PASSIVE3,m_fCameraCrashGap,10
DT_NKM_UNIT_S_ADMIN_SWORD_PASSIVE3,m_fCameraCrashTime,0.2
DT_NKM_UNIT_S_ADMIN_SWORD_PASSIVE3,m_HitSoundName,FX_COMBAT_ALL_HIT_SLASH_BIG
DT_NKM_UNIT_S_ADMIN_SWORD_PASSIVE3,m_HitEffect,AB_FX_HIT_SLASH_A_RED
DT_NKM_UNIT_S_ADMIN_RIFLE_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_S_ADMIN_RIFLE_ATTACK1,m_ReAttackCount,2
DT_NKM_UNIT_S_ADMIN_RIFLE_ATTACK1,m_fReAttackGap,0.05
DT_NKM_UNIT_S_ADMIN_RIFLE_ATTACK1,m_BackSpeedX,50
DT_NKM_UNIT_S_ADMIN_RIFLE_ATTACK1,m_HitEffect,AB_FX_HIT_GUN_A_BLUE
DT_NKM_UNIT_S_ADMIN_SHIELD_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_S_ADMIN_SHIELD_ATTACK1,m_BackSpeedX,0
DT_NKM_UNIT_S_ADMIN_SHIELD_ATTACK1,m_fCameraCrashGap,0
DT_NKM_UNIT_S_ADMIN_SHIELD_ATTACK1,m_fCameraCrashTime,0.1
DT_NKM_UNIT_S_ADMIN_SHIELD_ATTACK1,m_HitSoundName,FX_COMBAT_ALL_HIT_SMASH_BIG
DT_NKM_UNIT_S_ADMIN_SHIELD_ATTACK1,m_HitEffect,AB_FX_HIT_SLASH_A_RED
DT_NKM_UNIT_S_ADMIN_SHIELD_ATTACK2,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_S_ADMIN_SHIELD_ATTACK2,m_fStopTimeDef,0.1
DT_NKM_UNIT_S_ADMIN_SHIELD_ATTACK2,m_fCameraCrashGap,0
DT_NKM_UNIT_S_ADMIN_SHIELD_ATTACK2,m_fCameraCrashTime,0.3
DT_NKM_UNIT_S_ADMIN_SHIELD_ATTACK2,m_BackSpeedX,300
DT_NKM_UNIT_S_ADMIN_SHIELD_ATTACK2,m_ReAttackCount,2
DT_NKM_UNIT_S_ADMIN_SHIELD_ATTACK2,m_fReAttackGap,0.05
DT_NKM_UNIT_S_ADMIN_SHIELD_ATTACK2,m_HitSoundName,FX_COMBAT_ALL_ONESHOT_FIRE_SMALL_03
DT_NKM_UNIT_S_ADMIN_SHIELD_ATTACK2,m_HitEffect,AB_FX_HIT_SLASH_A_RED
DT_NKM_UNIT_M_ADMIN_MACHINEGUN_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_M_ADMIN_MACHINEGUN_ATTACK1,m_BackSpeedX,50
DT_NKM_UNIT_M_ADMIN_MACHINEGUN_ATTACK1,m_ReAttackCount,2
DT_NKM_UNIT_M_ADMIN_MACHINEGUN_ATTACK1,m_fReAttackGap,0.1
DT_NKM_UNIT_M_ADMIN_MACHINEGUN_ATTACK1,m_fCameraCrashGap,2
DT_NKM_UNIT_M_ADMIN_MACHINEGUN_ATTACK1,m_fCameraCrashTime,0.15
DT_NKM_UNIT_M_ADMIN_MACHINEGUN_ATTACK1,m_HitEffect,AB_FX_HIT_GUN_A_BLUE
DT_NKM_UNIT_M_ADMIN_MACHINEGUN_ATTACK1,m_HitEffectAir,AB_FX_HIT_GUN_A_BLUE
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_ATTACK1,m_BackSpeedX,0
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_ATTACK1,m_fStopTimeDef,0.3
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_ATTACK1,m_fStopReserveTimeDef,0.05
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_ATTACK1,m_HitSoundName,FX_COMBAT_ALL_HIT_EXPLOSION_ENERGY_BIG_02
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_ATTACK1,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_ATTACK1_EXPLOSION,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_ATTACK1_EXPLOSION,m_BackSpeedX,200
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_ATTACK1_EXPLOSION,m_HitSoundName,
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_ATTACK1_EXPLOSION,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_SKILL1,m_ReActType,NRT_DAMAGE_UP
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_SKILL1,m_CrashSuperArmorLevel,NSAL_SKILL
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_SKILL1,m_BackSpeedX,800
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_SKILL1,m_ReAttackCount,3
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_SKILL1,m_fReAttackGap,0.07
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_SKILL1,m_BackSpeedJumpY,1000
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_SKILL1,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_HYPER1,m_ReActType,NRT_DAMAGE_DOWN
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_HYPER1,m_CrashSuperArmorLevel,NSAL_HYPER
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_HYPER1,m_BackSpeedX,900
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_HYPER1,m_BackSpeedJumpY,400
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_HYPER1,m_ReAttackCount,2
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_HYPER1,m_fReAttackGap,0.15
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_HYPER1,m_fCameraCrashGap,20
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_HYPER1,m_HitSoundName,FX_COMBAT_ALL_HIT_EXPLOSION_FIRE_BIG
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_HYPER1,m_fLocalVol,0.5
DT_NKM_UNIT_DUNGEON_BOSS_NEPHILIM_HYPER1,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_ATTACK1,m_BackSpeedX,0
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_ATTACK1,m_ReAttackCount,3
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_ATTACK1,m_fReAttackGap,0.05
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_ATTACK1,m_fStopTimeDef,0.1
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_ATTACK1,m_fStopReserveTimeDef,0.05
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_ATTACK1,m_HitSoundName,FX_COMBAT_ALL_HIT_EXPLOSION_ENERGY_SMALL_02
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_ATTACK1,m_HitEffect,AB_FX_HIT_GUN_A_BLUE
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_ATTACK1_END,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_ATTACK1_END,m_fStopTimeDef,0.1
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_ATTACK1_END,m_fStopReserveTimeDef,0.05
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1,m_ReActType,NRT_DAMAGE_A
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1,m_CrashSuperArmorLevel,NSAL_SKILL
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1,m_ReAttackCount,10
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1,m_fReAttackGap,0.06
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1,m_fStopTimeDef,0.0
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1,m_fStopReserveTimeDef,0.0
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1,m_fCameraCrashGap,5
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1,m_HitSoundName,FX_COMBAT_ALL_HIT_EXPLOSION_ENERGY_BIG_02
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1,m_HitEffect,AB_FX_HIT_GUN_A_BLUE
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1,m_fCameraCrashTime,0.2
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1_END,m_ReActType,NRT_DAMAGE_UP
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1_END,m_CrashSuperArmorLevel,NSAL_SKILL
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1_END,m_BackSpeedJumpY,1200
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1_END,m_fCameraCrashGap,60
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1_END,m_HitEffect,AB_FX_HIT_GUN_A_BLUE
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1_END,m_fCameraCrashTime,0.4
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1_END,m_DefenderBuff,DEBUFF_NA_YUBIN_SKILL
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1_END_LV5,m_ReActType,NRT_DAMAGE_UP
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1_END_LV5,m_CrashSuperArmorLevel,NSAL_SKILL
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1_END_LV5,m_BackSpeedJumpY,1200
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1_END_LV5,m_HitEffect,AB_FX_HIT_GUN_A_BLUE
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1_END_LV5,m_fCameraCrashGap,10
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1_END_LV5,m_fCameraCrashTime,0.4
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_SKILL1_END_LV5,m_DefenderBuff,DEBUFF_NA_YUBIN_SKILL_LV5
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_HYPER1,m_ReActType,NRT_DAMAGE_UP
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_HYPER1,m_CrashSuperArmorLevel,NSAL_HYPER
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_HYPER1,m_BackSpeedX,0
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_HYPER1,m_ReAttackCount,5
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_HYPER1,m_fReAttackGap,0.05
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_HYPER1,m_fStopTimeDef,0.5
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_HYPER1,m_fStopReserveTimeDef,0.2
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_HYPER1,m_BackSpeedJumpY,1000
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_HYPER1,m_HitEffect,AB_FX_HIT_GUN_A_BLUE
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_HYPER1,m_fCameraCrashGap,20
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_HYPER1,m_fCameraCrashTime,0.5
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_HYPER1_SHOT,m_ReActType,NRT_DAMAGE_UP
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_HYPER1_SHOT,m_CrashSuperArmorLevel,NSAL_HYPER
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_HYPER1_SHOT,m_BackSpeedX,0
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_HYPER1_SHOT,m_BackSpeedJumpY,700
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_HYPER1_SHOT,m_HitEffect,AB_FX_HIT_GUN_A_BLUE
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_HYPER1_SHOT,m_fCameraCrashGap,20
DT_NKM_UNIT_C_ADMIN_NA_YUBIN_HYPER1_SHOT,m_fCameraCrashTime,0.1
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_ATTACK,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_ATTACK,m_BackSpeedX,0
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_ATTACK,m_HitSoundName,FX_COMBAT_ALL_HIT_BLADE_BIG
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_ATTACK,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_SKILL,m_ReActType,NRT_DAMAGE_B
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_SKILL,m_CrashSuperArmorLevel,NSAL_SKILL
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_SKILL,m_BackSpeedX,1600
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_SKILL,m_ReAttackCount,2
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_SKILL,m_fReAttackGap,0.03
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_SKILL,m_HitSoundName,FX_COMBAT_MONSTER_HIT_STING_SMALL
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_SKILL,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_HYPER,m_ReActType,NRT_DAMAGE_B
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_HYPER,m_CrashSuperArmorLevel,NSAL_HYPER
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_HYPER,m_BackSpeedX,0
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_HYPER,m_ReAttackCount,2
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_HYPER,m_fReAttackGap,0.03
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_HYPER,m_fStopTimeDef,0.1
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_HYPER,m_fStopReserveTimeDef,0.05
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_HYPER,m_HitSoundName,FX_COMBAT_ALL_HIT_BLADE_BIG
DT_NKM_UNIT_DUNGEON_BOSS_GRAVE_TOWER_HYPER,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_ATTACK,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_ATTACK,m_BackSpeedX,0
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_ATTACK,m_HitSoundName,FX_COMBAT_ALL_HIT_BLADE_BIG
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_ATTACK,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_SKILL,m_ReActType,NRT_DAMAGE_B
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_SKILL,m_CrashSuperArmorLevel,NSAL_SKILL
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_SKILL,m_BackSpeedX,1800
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_SKILL,m_fCameraCrashGap,30
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_SKILL,m_fCameraCrashTime,0.6
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_SKILL,m_fStopTimeDef,0.1
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_SKILL,m_HitSoundName,FX_COMBAT_ALL_HIT_BLADE_BIG
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_SKILL,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_HYPER,m_ReActType,NRT_DAMAGE_UP
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_HYPER,m_CrashSuperArmorLevel,NSAL_HYPER
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_HYPER,m_BackSpeedX,450
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_HYPER,m_BackSpeedJumpY,1200
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_HYPER,m_ReAttackCount,2
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_HYPER,m_fReAttackGap,5/30
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_HYPER,m_fStopTimeDef,0.1
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_HYPER,m_fStopReserveTimeDef,0.05
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_HYPER,m_fCameraCrashGap,40
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_HYPER,m_fCameraCrashTime,0.3
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_HYPER,m_HitSoundName,FX_COMBAT_ALL_HIT_EXPLOSION_ENERGY_SMALL_02
DT_NKM_UNIT_DUNGEON_BOSS_TOMBSTONE_DOOM_HYPER,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_M_ADMIN_TANK_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_M_ADMIN_TANK_ATTACK1,m_BackSpeedX,400
DT_NKM_UNIT_M_ADMIN_TANK_ATTACK1,m_bHitEffectLand,True
DT_NKM_UNIT_M_ADMIN_TANK_ATTACK1,m_HitEffect,AB_fx_hit_explosion_fire_blue
DT_NKM_UNIT_M_ADMIN_TANK_ATTACK1,m_HitEffectAir,AB_fx_hit_explosion_fire_blue
DT_NKM_UNIT_M_ADMIN_TANK_ATTACK1_LV5,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_M_ADMIN_TANK_ATTACK1_LV5,m_BackSpeedX,400
DT_NKM_UNIT_M_ADMIN_TANK_ATTACK1_LV5,m_bHitEffectLand,True
DT_NKM_UNIT_M_ADMIN_TANK_ATTACK1_LV5,m_HitEffect,AB_fx_hit_explosion_fire_blue
DT_NKM_UNIT_M_ADMIN_TANK_ATTACK1_LV5,m_HitEffectAir,AB_fx_hit_explosion_fire_blue
DT_NKM_UNIT_M_ADMIN_TANK_ATTACK1_LV5,m_DefenderBuff,DEBUFF_ADMIN_TANK_PASSIVE2
DT_NKM_UNIT_C_VATICAN_CLOUDIA_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_C_VATICAN_CLOUDIA_ATTACK1,m_BackSpeedX,200
DT_NKM_UNIT_C_VATICAN_CLOUDIA_ATTACK1,m_fStopTimeDef,0.1
DT_NKM_UNIT_C_VATICAN_CLOUDIA_ATTACK1,m_fStopReserveTimeDef,0.05
DT_NKM_UNIT_C_VATICAN_CLOUDIA_ATTACK1,m_HitSoundName,FX_COMBAT_ALL_HIT_ENERGY_SMALL
DT_NKM_UNIT_C_VATICAN_CLOUDIA_ATTACK1,m_HitEffect,AB_FX_HIT_SLASH_A_BLUE
DT_NKM_UNIT_S_ORCA_EDDIE_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_S_ORCA_EDDIE_ATTACK1,m_BackSpeedX,0
DT_NKM_UNIT_S_ORCA_EDDIE_ATTACK1,m_ReAttackCount,3
DT_NKM_UNIT_S_ORCA_EDDIE_ATTACK1,m_fReAttackGap,0.1
DT_NKM_UNIT_S_ORCA_EDDIE_ATTACK1,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_S_ORCA_EDDIE_SKILL1,m_ReActType,NRT_DAMAGE_UP
DT_NKM_UNIT_S_ORCA_EDDIE_SKILL1,m_CrashSuperArmorLevel,NSAL_SKILL
DT_NKM_UNIT_S_ORCA_EDDIE_SKILL1,m_BackSpeedX,600
DT_NKM_UNIT_S_ORCA_EDDIE_SKILL1,m_BackSpeedJumpY,1200
DT_NKM_UNIT_S_ORCA_EDDIE_SKILL1,m_fStopTimeDef,0.1
DT_NKM_UNIT_S_ORCA_EDDIE_SKILL1,m_fStopReserveTimeDef,0.1
DT_NKM_UNIT_S_ORCA_EDDIE_SKILL1,m_fCameraCrashGap,10
DT_NKM_UNIT_S_ORCA_EDDIE_SKILL1,m_fCameraCrashTime,0.3
DT_NKM_UNIT_S_ORCA_EDDIE_SKILL1,m_HitSoundName,FX_COMBAT_ALL_HIT_EXPLOSION_FIRE_SMALL
DT_NKM_UNIT_S_ORCA_EDDIE_SKILL1,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_S_ORCA_JESSICA_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_S_ORCA_JESSICA_ATTACK1,m_BackSpeedX,900
DT_NKM_UNIT_S_ORCA_JESSICA_ATTACK1,m_fCameraCrashGap,5
DT_NKM_UNIT_S_ORCA_JESSICA_ATTACK1,m_fCameraCrashTime,0.2
DT_NKM_UNIT_S_ORCA_JESSICA_ATTACK1,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_S_ORCA_JESSICA_SKILL1,m_ReActType,NRT_DAMAGE_UP
DT_NKM_UNIT_S_ORCA_JESSICA_SKILL1,m_CrashSuperArmorLevel,NSAL_SKILL
DT_NKM_UNIT_S_ORCA_JESSICA_SKILL1,m_BackSpeedX,1200
DT_NKM_UNIT_S_ORCA_JESSICA_SKILL1,m_BackSpeedJumpY,800
DT_NKM_UNIT_S_ORCA_JESSICA_SKILL1,m_fCameraCrashGap,10
DT_NKM_UNIT_S_ORCA_JESSICA_SKILL1,m_fCameraCrashTime,0.4
DT_NKM_UNIT_S_ORCA_JESSICA_SKILL1,m_HitSoundName,FX_COMBAT_ALL_HIT_EXPLOSION_FIRE_BIG_02
DT_NKM_UNIT_S_ORCA_JESSICA_SKILL1,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_S_ORCA_CHARLIE_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_S_ORCA_CHARLIE_ATTACK1,m_fStopTimeDef,0.1
DT_NKM_UNIT_S_ORCA_CHARLIE_ATTACK1,m_fStopReserveTimeDef,0.1
DT_NKM_UNIT_S_ORCA_CHARLIE_ATTACK1,m_BackSpeedX,300
DT_NKM_UNIT_S_ORCA_CHARLIE_ATTACK1,m_fCameraCrashGap,7
DT_NKM_UNIT_S_ORCA_CHARLIE_ATTACK1,m_fCameraCrashTime,0.2
DT_NKM_UNIT_S_ORCA_CHARLIE_ATTACK1,m_HitSoundName,FX_COMBAT_ALL_HIT_SMASH_SMALL
DT_NKM_UNIT_S_ORCA_CHARLIE_ATTACK1,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_S_ORCA_CHARLIE_SKILL1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_S_ORCA_CHARLIE_SKILL1,m_CrashSuperArmorLevel,NSAL_SKILL
DT_NKM_UNIT_S_ORCA_CHARLIE_SKILL1,m_fStopTimeDef,0.05
DT_NKM_UNIT_S_ORCA_CHARLIE_SKILL1,m_fStopReserveTimeDef,0.1
DT_NKM_UNIT_S_ORCA_CHARLIE_SKILL1,m_fCameraCrashGap,10
DT_NKM_UNIT_S_ORCA_CHARLIE_SKILL1,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_SHIP_A_VEHCLE_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_SHIP_A_VEHCLE_ATTACK1,m_fStopTimeDef,0.05
DT_NKM_SHIP_A_VEHCLE_ATTACK1,m_fStopReserveTimeDef,0.1
DT_NKM_SHIP_A_VEHCLE_ATTACK1,m_BackSpeedX,150
DT_NKM_SHIP_A_VEHCLE_ATTACK1,m_ReAttackCount,4
DT_NKM_SHIP_A_VEHCLE_ATTACK1,m_fReAttackGap,0.12
DT_NKM_SHIP_A_VEHCLE_ATTACK1,m_fCameraCrashGap,5
DT_NKM_SHIP_A_VEHCLE_ATTACK1,m_fCameraCrashTime,0.2
DT_NKM_SHIP_A_VEHCLE_ATTACK1,m_HitSoundName,FX_COMBAT_ALL_GUN_FIRE_SMALL
DT_NKM_SHIP_A_VEHCLE_ATTACK1,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_M_ADMIN_CANNON_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_M_ADMIN_CANNON_ATTACK1,m_BackSpeedX,0
DT_NKM_UNIT_M_ADMIN_CANNON_ATTACK1,m_fCameraCrashGap,15
DT_NKM_UNIT_M_ADMIN_CANNON_ATTACK1,m_fCameraCrashTime,0.4
DT_NKM_UNIT_M_ADMIN_CANNON_ATTACK1,m_HitSoundName,FX_COMBAT_ALL_HIT_EXPLOSION_FIRE_BIG
DT_NKM_UNIT_M_ADMIN_CANNON_ATTACK1,m_bHitEffectLand,True
DT_NKM_UNIT_M_ADMIN_CANNON_ATTACK1,m_HitEffect,AB_FX_HIT_GUN_A_BLUE
